name,text
Don,"The Greatest Political Hoax of all time! Crimes were committed by Crooked, Dirty Cops and DNC/The Democrats."
Barry,Closing the No-Fly List loophole is a no-brainer. #DoSomething https://t.co/UzbNQbUnor
Barry,Legislators across the country are consistently attacking women's rights. It's time to fight back: http://t.co/ce1vuZPBdG #StandWithWomen
Hillary,"Despite what Donald Trump may say, immigrants are not rapists and criminals."
Don,Senator Debbie Stabenow and the Democrats are totally against approving the Farm Bill. They are fighting tooth and nail to not allow our Great Farmers to get what they so richly deserve. Work requirements are imperative and the Dems are a NO. Not good!
Barry,"""To those members of Congress who question my authority to make our immigration system work better … Pass a bill."" —President Obama"
Hillary,"Barack. Michelle. Joe. You?

Make a plan to vote: https://t.co/alU46Pue6N"
Hillary,"Hurricane Maria decimated trees and ecosystems in Puerto Rico. Para La Naturaleza's nurseries have made a CGI commitment to plant 750,000 trees in seven years. The team here has already grown 120,000 seedlings and planted 30,000 trees. https://t.co/QR1T5cvtxR"
Don,I trust a rancher on the Southern border more than a liberal politician from Northern California https://t.co/mo4oWe1SnI
Hillary,"Donald Trump and Mike Pence are aligned on the issues. Now, will Pence defend the things Trump does? https://t.co/NZ92ItWNAR"
Hillary,"Thousands of families who have been separated at the border still need to be reunited. 

In some cases, children have been sent to states far from Texas and Arizona, where their parents were detained.

Here’s how we can help:"
Hillary,Watch live: Hillary takes the stage for the first presidential debate <U+2192> https://t.co/FbmDLQp03w #DebateNight
Hillary,"Trump stood up at his convention and described a hopeless, broken nation—one that in no way resembles the strong, vibrant America we know."
Hillary,"I’m thrilled to be joining forces with Steven Spielberg to bring @efweiss5’s book “The Woman’s Hour” to TV. It’s about the women who fought for suffrage nearly 100 years ago. We stand on their shoulders, and I’m delighted to have a hand in helping to tell their stories."
Barry,Action on climate change can't wait—which is why the Clean Power Plan is so important. https://t.co/pOTxkVudYu
Don,"Today we celebrate the lives and achievements of Americans with Down Syndrome. @VP and I will always stand with these wonderful families, and together we will always stand for LIFE! #WorldDownSyndromeDay https://t.co/u7vrG7JnCP"
Don,"“....(The Witch Hunt) in time likely will become recognized as the greatest scandal in American political history, marking the first occasion in which the U.S. government bureaucrats sought to overturn an election (presidential)!” Victor Davis Hanson  And got caught! @FoxNews"
Don,"So true! “Mr. Trump remains the single most popular figure in the Republican Party, whose fealty has helped buoy candidates in competitive Republican primaries and remains a hot commodity among general election candidates.”  Nicholas Fandos, @nytimes"
Barry,Apply to be an @OFA fellow today to make a difference in your community: http://t.co/CouTSgfZJR
Don,Thank you Mississippi - I love you! https://t.co/eH6x1NBNQG
Barry,"""If we're going to deal with this problem, and the inequities involved, we're going to have to speak honestly."" —President Obama"
Don,"Yesterday in Pittsburgh I was really impressed with Congressman Keith Rothfus (far more so than any other local political figure). His sincere level of compassion, grief and sorrow for the events that took place was, in its own way, very inspiring. Vote for Keith!"
Hillary,"""This is such a special event that I took a break from my rigorous nap schedule to be here."" —Hillary #AlSmithDinner"
Don,93% Approval Rating in the Republican Party. 52% Approval Rating overall! Not bad considering I get the most unfair (BAD) press in the history of presidential politics! And don’t forget the Witch Hunt!
Hillary,"Thank you, Mary Oliver, for giving so many of us words to live by.

""Tell me, what is it you plan to do
with your one wild and precious life?"""
Don,"Spoke to Saudi Arabia and others about increasing oil flow. All are in agreement. The California tax on gasoline is causing big problems on pricing for that state. Speak to your Governor about reducing. Economic numbers, 3.2% GDP for what is often worst quarter, looking good!"
Barry,LIVE: President Obama is talking to students at @GeorgiaTech about how to make college in America more affordable. http://t.co/8Nb4gVygp2
Barry,Get your donation in before the door closes: https://t.co/fn8SiCN9Zt https://t.co/ILLWOpx8wD
Don,#JobsNotMobs https://t.co/0pWiwCHGbh https://t.co/DsJ82fArcq
Barry,"Thanks to President Obama, future generations will still be able to explore—from sea to shining sea. #FindYourPark https://t.co/Zt1U8dF3vW"
Hillary,"""When your children and grandchildren ask what you did in 2016...I hope you’ll say you voted for a better America.” —Hillary"
Don,Will be heading to El Paso very soon. Big speech on Border Security and much else tonight. Tremendous crowd! See you later!
Hillary,May we all open our hearts and reach across tables today. May we all find hopes and values in common. May there be pie. Happy Thanksgiving.
Hillary,It should concern every American that Russia is willing to engage in such hostile acts in order to help Donald Trump become president. https://t.co/fwEKWrXKE2
Don,"“The FBI only looked at 3000 of 675,000 Crooked Hillary Clinton Emails.” They purposely didn’t look at the disasters. This news is just out. @FoxNews"
Barry,"Learn about the legacy of Selma, listen to stories from courageous civil rights activists, and #MarchOn: http://t.co/YR0mks1ORz"
Barry,"""For the first time in 40 years, America's crime rate and incarceration rate went down at the same time."" —President Obama"
Don,"""With God as our witness, we swear today that we will defend our rights, we will safeguard our freedoms, we will uphold our heritage, we will protect our Constitution, and we will make America stronger, prouder, safer and GREATER than ever before!” https://t.co/IevpultrrE"
Don,"So-called Birthright Citizenship, which costs our Country billions of dollars and is very unfair to our citizens, will be ended one way or the other. It is not covered by the 14th Amendment because of the words “subject to the jurisdiction thereof.” Many legal scholars agree....."
Hillary,"When Hillary learned that the families of the fallen were only promised $12,000 in benefits, she took action. https://t.co/z9YFcTwYEv"
Hillary,"This is exciting. @DrLeanaWen has dedicated her career to making sure vulnerable communities get access to the care they need, and she's the fighter we need to stand up to political attacks on women's health. https://t.co/7Cc766xAdm"
Barry,ICYMI: Health care enrollment is back. http://t.co/jTRgLbWTfp #GetCovered #StayCovered
Barry,Add your name: Support the President's action on immigration reform today. http://t.co/iI5OrUnxDS #ImmigrationAction
Barry,Say you're ready for big progress in the global effort to #ActOnClimate—add your name: https://t.co/bPePodECOq
Hillary,"""We have to get out and make sure we vote.” —@KingJames in Ohio with HIllary https://t.co/3TKJ4H68Kz"
Barry,Repealing #Obamacare: still a bad idea. http://t.co/xV5QdL22nZ
Don,"“Tomorrow, the voters of this state will cast their ballots in one of the most important Senate elections of your lives—of all of our lives”—@realDonaldTrump in Tupelo, MS. https://t.co/0PINFRIAHi"
Hillary,"Watch &amp; prepare to tear up. Thanks @jimmykimmel for sharing your story &amp; reminding us what's at stake w/health care.
https://t.co/2kTEeUEG2f"
Hillary,"""Donald Trump aggressively disrespects more than half the people in this country.” —@ElizabethForMA https://t.co/Lvsb5mkLSt"
Don,"Had a very good conversation with the newly elected President of Brazil, Jair Bolsonaro, who won his race by a substantial margin. We agreed that Brazil and the United States will work closely together on Trade, Military and everything else! Excellent call, wished him congrats!"
Barry,"""Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel."" —President Obama"
Don,"“Absolutely nothing” (on Russian Collusion). Kimberley Strassel, The Wall Street Journal. The Russian Collusion fabrication is the greatest Hoax in the history of American politics. The only Russian Collusion was with Hillary and the Democrats!"
Don,@dbongino They will take union dues from trump voters and give to creepy though
Hillary,"Only 0.1% of all elected officials in the U.S. identify as LGBTQ. 

Representation matters! 

For National #OutToWin Day, take a moment to ask a talented community leader or organizer to consider running for office: https://t.co/Gy8UiPSeCj"
Don,Statement on National Strategy for Counterterrorism: https://t.co/ajFBg9Elsj https://t.co/Qr56ycjMAV
Barry,"""Middle-class economics means helping working families feel more secure in a world of constant change."" —President Obama #SOTU"
Hillary,“It doesn’t look like he paid a dime of federal income tax for almost two decades.” —Hillary on Trump
Hillary,"“When the middle class thrives, America thrives.” —Hillary in Cleveland https://t.co/ZiHj4nQanC"
Hillary,"Let’s make college tuition-free for any family whose income is $125,000 or less and debt-free for everyone. https://t.co/BnULejv7dG"
Don,https://t.co/t6egb4Neir
Hillary,Let's be clear: Nothing—including an audit—is preventing Trump from releasing his tax returns. https://t.co/mpGiRIaPgD
Barry,"Today is a big step in our march toward equality. Gay and lesbian couples now have the right to marry, just like anyone else. #LoveWins"
