bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yrs_old,assess_cd,price
3,1.75,1280,7524,1.5,4,27,9,242000
3,2.25,1820,8814,1,3,48,8,425000
3,2.25,1490,9414,2,3,34,3,525000
3,2.5,1880,5502,2,3,27,8,485000
3,1,1250,9775,1,3,44,10,175000
3,2,1440,7210,1,3,32,11,210000
3,2.5,1920,7415,2,3,26,3,260000
3,2.5,2060,5750,1,3,39,5,577000
3,1.5,1210,10588,1,4,57,5,200000
2,1.75,1760,5000,1,4,88,6,605000
3,1,990,6750,1,4,68,8,325000
3,1,960,6400,1,4,71,1,289500
3,2.5,1660,1458,3,3,1,11,559950
3,1.75,1900,9375,1,4,74,8,1042500
3,2.25,1270,2790,1,3,45,2,543500
4,2.25,3250,34293,2,4,32,4,480000
3,1,960,9633,1,5,33,2,218000
2,1.75,1330,6000,1,4,101,8,565000
3,1.75,2080,7700,1,5,47,3,426700
3,2.5,2690,11575,1,3,58,1,650000
2,1,890,3060,1,3,105,1,542000
3,1.75,1070,8000,1,3,38,7,415000
3,1,1200,8316,1,4,62,12,214000
3,1.5,1360,8910,2,5,66,9,245000
3,2,2050,13303,1,3,22,10,314500
3,1.5,3000,5750,2,5,91,11,1120000
2,2,1300,3850,1,3,52,9,378000
4,2.5,2250,9091,1,3,33,1,305000
5,2.75,3740,6750,1,4,37,3,595000
3,2.5,1660,1091,3,3,0,7,729500
3,2.5,2360,6699,2,3,12,3,430000
3,1.75,1760,6500,1,3,28,4,240000
3,1.75,1680,6200,1.5,3,99,5,545000
3,1.75,1320,2500,1,3,97,9,530000
1,1,870,26326,1,3,76,5,157000
4,1,1260,7645,1.5,3,90,6,425000
3,1,1000,6020,1,3,71,9,220000
4,1.75,2020,36400,1,4,39,9,521000
3,1,1920,6862,1,3,63,3,325000
3,2,2150,5400,1.5,4,104,12,597500
3,2.5,1470,3976,2,3,16,5,337000
3,2.5,3180,10492,2,3,24,5,1000000
3,1,990,6000,1,3,72,4,495000
4,3.5,2770,3330,2,3,14,6,748000
3,1.5,1250,8710,1,4,62,12,888000
3,1.75,1140,22267,1,3,29,8,269900
4,2.5,2250,14440,1,3,48,9,496500
3,2.5,1640,5097,2,3,46,4,475000
3,1.5,1255,1374,3,3,11,1,312000
3,1,1290,12231,1,3,39,3,323000
3,1.75,1300,9079,1,3,29,4,331000
3,1.5,1220,1086,3,3,8,10,306000
4,2.5,2630,4000,3,3,13,12,655000
3,1.5,1950,15954,1,4,56,9,290000
4,3.25,3160,5000,2,5,50,2,1250000
3,1.75,1550,4708,1,4,66,6,460000
4,2.5,1700,6380,1,4,75,8,435000
4,2.75,2510,11880,1,5,37,12,664000
4,1.75,1800,4180,2,4,94,7,865000
3,1.75,1800,18000,1,3,47,2,385000
3,2.25,1870,9315,1,3,40,5,497000
2,1,1010,3000,1,4,90,1,280000
2,1.5,1120,17487,1,3,91,3,188000
3,1,2090,4755,1,3,46,1,478500
4,3.5,4370,18361,2,3,14,9,1145000
3,2,1440,7187,1,4,34,6,222000
4,3,2580,209523,2,3,31,2,799000
4,2.5,3190,7399,2,3,9,6,609900
4,3.5,2380,5809,2,4,20,11,413000
4,1,1420,4875,1.5,3,85,11,400000
5,2.75,2990,6768,2,3,1,11,802541
3,2.5,2680,7757,2,3,25,12,320000
4,2.5,2730,7649,2,3,9,10,507000
3,1,1220,8329,1,3,69,12,387500
3,1,1500,12616,1,3,48,7,396000
3,1.75,1830,11788,1,3,57,7,373000
5,2.5,4570,19252,2,5,50,4,1484900
4,2.25,2470,7698,2,3,32,3,359900
2,1,800,4342,1,3,88,12,410000
4,2.5,2900,23488,2,3,23,4,690000
3,2,1410,5760,1,3,30,9,245000
5,2.5,2830,25958,1,5,36,2,700000
4,1.75,1680,9966,1,3,38,11,268000
3,1.75,1760,26055,1,3,36,9,225000
4,2.25,2240,11034,2,3,39,12,980000
2,1,1380,5000,1.5,3,110,7,795000
2,1,820,5100,1,3,62,10,195000
4,2,2180,10575,1,2,65,8,480000
4,2,1400,3600,1,3,115,4,485000
2,1,880,9000,1,3,87,9,130000
2,1,1060,5703,1,4,69,1,325000
3,1.75,1530,7245,1,4,31,2,440000
4,1.75,2480,14782,1,3,57,1,550000
3,1.75,1490,7150,1,5,48,7,310000
3,2.5,3660,39478,2,4,26,6,530000
4,2.5,2340,8548,2,3,22,3,390000
3,1.75,1450,12125,1,4,34,9,243000
4,2.5,2210,9875,2,3,25,6,639000
4,1,1130,7400,1,4,46,2,215000
5,1.75,1550,10500,1,3,54,4,405000
4,1.75,1710,7140,1,5,47,3,250000
3,1.5,1010,8108,1,5,61,4,405500
6,2.25,2660,13579,2,3,78,8,452000
6,2.25,2660,13579,2,3,78,5,730000
3,2,1300,9644,1,3,21,3,267000
3,2.5,1670,6186,2,3,13,11,289950
2,1,960,4080,1,5,104,3,565000
4,3.25,4670,51836,2,4,27,1,1578000
3,2.5,2140,2770,2,3,8,1,636000
5,3,2520,5500,1,3,11,11,350000
3,1.5,1650,9380,1,5,37,2,320000
2,1.75,1440,5680,1,4,37,8,210000
2,1,1050,5900,1,3,65,2,245000
3,1.75,1470,7650,1,3,32,5,328000
4,2.25,4230,37769,2,3,26,4,985000
3,1.75,1970,7972,1,5,39,12,501000
3,2.25,1540,17424,2,3,23,11,315000
3,2.75,2090,8354,2,3,3,5,403000
3,2,2380,17950,2,4,81,4,550000
4,2.5,2156,3562,2,3,3,10,347500
4,2.25,2070,8893,2,4,29,7,365000
3,1,1910,8167,1,4,64,7,588000
3,1.75,1920,7400,1,4,38,6,605000
3,3.25,3400,5979,2,4,78,3,1300000
3,2,1400,9177,1,3,41,11,233000
4,2.5,2210,17715,2,3,18,9,360000
2,1.75,1170,4887,1,3,86,11,459000
3,2,2100,72745,1,4,20,9,740000
3,1,1160,9750,1,3,48,6,305000
3,1,1500,4000,1,3,90,10,395000
4,2.5,2940,6000,2,3,15,8,560000
4,1.75,2010,5070,1,4,52,2,650000
3,2.5,2170,4912,2,3,12,10,449950
3,1.5,1430,5200,1,4,75,8,517500
4,1.5,1510,6460,1,3,45,2,435000
3,1,1150,6908,1,3,63,4,329999
3,1.75,2150,4200,1,5,55,5,950000
3,1,1370,6001,1,5,71,8,447000
2,2.5,2380,6600,1,3,5,10,699800
3,1.75,1370,3850,1,5,104,5,850000
3,1.75,1600,14250,1,3,36,7,316500
5,3.5,3750,9612,1,4,34,3,942500
2,2.25,3950,3938,2,3,24,3,1310000
4,2.25,2400,13430,1,4,51,3,856600
5,1.5,2830,4000,2.5,4,97,4,405600
4,2.5,2440,22594,2,3,19,8,565000
3,2.25,1190,1149,2,3,7,1,400000
3,2,1400,218252,1,3,18,11,330000
4,2.75,2730,4683,2,3,10,1,374950
3,2.75,2390,7939,1,5,32,2,405300
3,2.25,2060,31400,2,3,31,7,560000
4,2.25,2490,9864,1,4,54,2,824000
3,1.75,1100,10968,1,5,31,8,260000
4,2.5,2430,6099,1,5,50,2,760000
3,2.5,3170,12750,2,3,20,6,405000
4,2.5,2640,8625,2,3,28,1,429900
3,1.5,1130,7223,1,4,54,10,341500
5,2,1940,7642,1.5,3,58,5,465250
2,2,1100,3000,1.5,3,103,7,450000
3,1,1200,10800,1,4,60,12,390000
3,2.25,2000,8030,1,4,52,10,420000
3,2.5,1890,4838,2,3,13,6,269950
4,2,1910,2874,1,3,105,4,493000
4,2.5,2710,5880,2,3,17,1,370000
3,1,1250,23680,1,5,48,9,305000
3,1.75,1590,8219,1.5,5,77,3,400000
3,1.5,1240,1221,2,3,6,2,320000
4,1,2000,4800,2,4,104,7,715000
6,2.75,3610,10003,1.5,4,49,3,650000
5,1.75,1930,8040,1,4,49,1,218000
2,1,1280,5400,1,3,51,11,500000
4,2,2090,40419,1,4,31,9,460000
3,1.5,1940,9887,1,4,46,2,232500
3,2.5,1800,5761,2,4,25,7,408200
3,1.75,1730,8400,1,4,35,10,522000
4,2.5,2810,11120,2,3,33,2,675000
4,3.5,3550,11000,1,3,16,1,1355000
4,1,1330,7980,1.5,3,63,4,249950
2,1,750,34133,1,3,65,5,210000
4,1,1760,7216,1,3,68,9,429950
4,2.5,3200,36276,2,3,22,5,737500
4,2,1740,9000,1,5,57,8,710000
3,2.5,2100,4700,2,3,16,3,470000
4,3.5,4270,40097,1,4,22,9,1100000
3,2,1340,2720,1.5,3,102,9,650000
4,2.5,3190,8684,1,5,48,4,1216000
3,2.5,1630,4534,2,3,28,1,422120
5,2.5,2990,15085,2,3,8,8,625000
4,1,1550,7740,1.5,3,61,5,385200
3,2.25,1690,4964,2,3,26,7,500000
4,2.25,1960,12243,2,3,26,7,308000
3,2.75,2390,9966,1,5,38,7,565000
3,2.5,2600,4438,2,3,11,4,581000
3,2,1950,8698,1,3,16,4,361000
3,1,1250,7210,1,4,51,9,345000
2,2.25,1180,1253,2,3,7,2,419000
3,2.5,1680,4308,2,3,11,10,347000
4,2.25,2220,36085,2,3,26,7,625000
3,3.25,2660,17852,2.5,3,1,7,379000
3,1.5,1150,3323,2,3,27,1,310000
2,2,1130,5500,1,4,74,1,250000
5,2.75,2760,5000,2,3,10,7,682000
3,2,1430,8919,1,3,23,6,246500
3,1,1490,57381,1.5,4,83,3,325000
4,2.5,2030,4997,2,3,11,1,310950
3,2,3010,5000,2,5,84,9,1100000
3,1,1810,7200,1,4,61,5,287500
3,1,1810,7200,1,4,61,6,431000
3,1,970,5000,1,3,47,4,226000
3,1.75,2010,3090,1.5,5,89,10,825000
4,1,1300,6030,1.5,3,68,5,175000
3,1.5,1260,10350,1,3,56,1,465750
4,2.25,2610,24931,2,3,32,1,659000
3,1.75,1910,5753,1,3,74,9,595000
3,2.25,1780,16290,2,4,28,4,350000
4,2.25,1900,8600,1,4,40,3,270000
6,2.25,2450,25600,1,3,58,6,662500
3,1.75,1380,14000,1,4,76,4,249900
3,1.75,1920,11340,1,4,38,2,324500
2,1.75,1350,4003,1,3,11,1,430000
2,1.75,1350,4003,1,3,11,10,419950
4,1.75,2510,7440,1,4,53,1,285000
4,2.5,2470,7780,2,3,13,7,332000
4,1.75,1660,10725,1,3,59,11,282000
3,1,1340,5175,1,3,28,6,320000
3,1,1620,30736,1.5,4,104,7,428750
3,2.25,2300,35287,2,3,38,12,330000
4,3.5,2000,2309,3,3,7,5,456500
3,2.25,1640,11050,1,4,43,3,352000
4,2,1530,4080,1.5,4,103,1,664000
3,1.75,4000,11894,1,3,28,11,628000
3,1.75,1610,12555,1,3,38,11,512000
3,2,2070,9000,1,4,46,3,254000
4,2.5,1900,5790,2,3,21,6,535800
3,1,1050,16050,1,4,55,3,287653
3,2.5,1520,1304,2,3,9,11,438000
4,1.75,2390,23899,1,3,66,12,450000
5,2.75,2400,8050,2,3,17,10,327000
4,2.5,1790,6120,2,3,10,7,370500
3,2.5,1720,6271,2,3,22,10,265000
4,2.75,2980,13260,1,4,36,9,450000
3,1,1520,213444,1.5,5,27,1,425000
3,1.75,1150,8690,1,4,38,6,166600
1,0.75,380,15000,1,3,52,3,245000
3,1,910,5212,1,3,64,12,565000
3,1.75,1650,10150,1,3,39,9,539900
3,3.5,2480,3200,2,3,5,9,910000
4,2.5,2050,7416,2,3,25,2,280000
3,2.25,1420,8549,2,4,26,4,275000
3,2.5,3460,6590,2,3,14,6,467000
3,2.5,1500,4445,2,3,19,7,457500
2,1,1320,3090,1,4,107,5,381156
5,2.5,2180,8240,1,4,38,6,289999
3,1.75,1830,4160,1,3,96,11,642450
3,2.25,1620,8701,1,3,53,12,469950
3,2,2920,13650,1,5,40,10,795000
4,2.5,3300,10514,2,3,31,9,785000
3,2.25,3060,12095,2,3,32,2,860000
0,0,3064,4764,3.5,3,25,4,1095000
3,1,1530,8498,1,3,56,1,147500
3,2,1910,11576,1,3,37,8,390000
3,1,1020,8100,1,3,61,5,229000
3,1,1150,8100,1,3,83,11,185000
3,1.5,1260,9570,1,3,74,5,414900
4,2,1920,4822,1,2,101,3,200000
4,2.25,1800,9350,1,3,46,4,225000
3,1.75,2040,4000,2,5,91,12,720000
4,2.5,2200,4000,2,5,107,4,930000
5,2.5,3200,17204,1,3,63,4,1270000
5,3.25,2400,3118,2,4,87,3,700000
2,1.5,1140,1058,3,3,10,5,466000
3,1.5,1330,10640,1,3,39,3,374000
3,2.5,1940,10035,2,4,21,1,480000
3,2.5,3000,25341,2,3,20,1,740000
4,1,1820,5400,1.5,3,92,3,1010000
4,2.5,2910,5000,2,3,13,11,395000
2,1,1090,6771,1,3,61,8,340000
3,2,1230,1340,2,3,12,4,209000
5,2.5,1710,7700,1.5,3,53,9,431650
5,2.5,3160,11470,1,4,44,3,980000
3,2.5,2680,28243,2,3,22,8,660000
4,2.25,2190,9009,2,4,38,10,730000
3,1.75,1260,9600,1,4,27,8,291500
4,3.5,2970,14486,2,3,18,7,905000
4,2.5,2570,50308,1.5,3,22,10,800000
4,3.5,3810,13592,1,3,2,12,839900
1,1.5,1010,1157,2,3,8,4,200000
3,2,1480,6698,1,4,36,7,300000
3,1.75,1250,6041,1.5,5,73,9,530000
3,2.25,1654,8479,2,3,20,8,314950
3,1.75,1410,9315,1,5,55,6,255000
5,2.75,2160,5720,1,5,65,7,550000
3,1,1400,4800,1,4,98,2,435000
3,1.75,1420,8738,1,4,49,2,234000
4,2.25,2500,10062,1,3,40,3,615000
3,2,1410,8384,1,3,30,5,205000
4,1.75,2100,7135,1,4,60,2,384000
3,2.5,1750,7208,2,3,21,5,324000
3,1.75,2070,5500,1,4,69,1,645000
3,3.25,1570,1777,2,3,8,2,570000
3,2.5,1920,5322,2,3,16,3,324000
2,1,1000,10320,1,3,72,8,270000
5,1.5,2120,7700,1.5,5,53,10,290000
3,2,1440,9220,1,3,50,4,250000
3,1.75,1660,16275,2,3,25,4,342000
3,1.5,1340,8450,1,4,57,5,255000
3,2.25,2380,11824,1,4,43,7,800000
3,1.75,1560,4049,1.5,3,89,7,451000
4,2.5,2780,10480,1,3,48,9,990000
4,2.5,1860,6687,1,4,32,11,288400
3,1.5,2390,4600,2,3,95,12,420000
2,2.75,1370,1140,2,3,6,10,359000
4,3,2570,262018,1,3,27,9,390000
3,2.5,1320,2614,2,3,10,7,300000
5,2.5,2520,7863,1,3,34,4,545000
3,1,1250,18616,1,4,43,11,288349
3,2.25,1560,35026,1,3,30,5,299900
4,2,2330,5000,1.5,5,90,4,891000
3,2,3660,22410,1,4,68,2,1200000
4,2.5,2790,4650,2,3,11,1,378000
2,1,1060,7200,1,4,64,8,299995
3,2.5,2020,6564,1,3,21,3,253000
3,2.25,1580,47916,1,3,36,11,350000
4,3,2020,4300,1.5,3,115,5,565000
2,1,970,5665,1,4,107,10,315000
4,3,1490,6766,1.5,5,100,7,570000
5,3.5,4390,10140,2,3,10,2,971000
5,2.5,2750,5589,1.5,5,105,9,915000
4,1.5,2150,23568,1,4,65,11,419000
4,1.75,1810,7480,1,3,38,7,260000
3,3,2230,12968,2,3,25,9,1321500
3,1,2430,10720,1,3,38,3,369950
3,2.5,3680,13384,2,3,21,2,1029900
5,1,1410,6750,1.5,3,86,7,435000
3,1.75,1330,6743,1,3,57,11,601000
3,1,1490,10650,1,3,52,8,460500
3,2.5,2020,1159,3,3,15,9,720000
4,2.5,3130,13202,2,3,19,9,851000
4,3,2670,5000,2,3,99,3,550000
4,1,1980,4560,1.5,3,95,2,700000
3,1.75,2100,14850,1,4,52,6,323000
3,1,1350,8581,1,5,71,4,345500
4,1.5,2140,7920,1,3,56,9,378000
4,2,2208,5000,3,5,98,9,650000
3,2,1010,7380,1,3,33,9,385000
2,1,970,2970,1,3,105,8,425000
4,2,1520,6174,1.5,5,95,6,210000
4,2.5,2740,43101,2,3,22,5,630000
3,1.75,1570,7500,1,3,62,4,335000
3,1,1320,9000,1,3,49,11,196500
4,2.75,2550,7636,1,3,29,9,582800
3,1.75,1560,7207,1,3,32,4,440000
4,2.25,2360,8616,2,4,41,11,752500
3,1.75,1330,5000,2,4,106,9,532500
3,1,1070,9000,1,4,65,10,265000
3,1.25,1510,13737,1,4,54,8,397500
3,2.5,1710,3469,2,3,16,8,524250
4,2.75,2790,10819,2,3,19,8,765000
4,2.5,2620,5450,2,3,14,8,648000
5,2.5,2970,24759,1,4,46,1,469500
3,1.75,1050,7854,1,4,40,4,237500
3,1,1280,8712,1,4,59,7,216000
3,1,1030,8400,1,4,52,3,427200
3,2.25,1900,7800,1,4,38,3,280000
5,3,3070,9804,1,4,47,9,718000
2,2.75,1760,4139,2,3,5,12,420000
2,1,930,5400,1,3,63,1,379000
2,1,880,7683,1,3,73,7,326100
3,2.5,1360,1016,3,3,12,8,535000
4,2.75,2130,8560,1,3,23,8,283000
3,1,1480,7469,1.5,3,75,6,260000
4,1,1500,6388,1.5,4,64,1,399000
3,2.25,1670,5004,2,3,28,12,484950
4,1.75,2060,9828,1,4,55,8,640000
4,2.5,2160,8158,1,4,63,8,585000
4,2,2780,11583,1,3,60,1,645000
3,2,1490,7651,1,3,27,6,253000
2,1,740,6460,1,3,62,10,178500
4,2.5,1860,6325,2,4,24,9,291000
2,2.75,1590,20917,1.5,3,95,10,199950
2,1,850,2340,1,3,93,7,553500
2,1,1030,4188,1,3,34,8,189950
3,2,1850,9550,1,3,27,11,289000
4,2,1830,4590,2,3,107,11,700000
3,2,1560,8853,1,3,48,9,270000
4,1.75,1730,8320,1,3,38,7,258000
3,2.5,1930,7214,2,3,10,1,530000
3,2.25,1422,3677,2,3,3,2,245000
3,2,1380,5000,1.5,4,98,1,563000
3,2.5,2430,4203,2,3,14,11,515000
4,2.5,2610,7091,2,3,28,10,325000
3,2.25,2000,217800,2,3,19,3,540000
2,1,920,5000,1,4,66,10,280300
4,1.75,1750,5500,1.5,5,89,1,460000
3,1.75,2020,8970,1,4,34,2,475000
4,2.25,2460,44431,1,4,58,11,900000
4,3,1780,7260,1,4,51,5,538200
2,1,1080,3600,1,3,93,10,429000
3,1,1250,5411,1,3,35,10,164808
4,2.25,1870,7700,2,3,38,4,520000
3,1.75,1700,8432,1,3,38,9,475000
4,1.5,1480,47045,1,5,73,9,283000
4,2.5,1930,6228,2,3,15,9,321500
4,2.75,3130,21810,2,4,22,10,840000
3,2.25,1370,6000,2,4,23,10,287000
3,1.75,960,8106,1,3,53,4,375000
3,1.75,1260,7128,1,4,46,1,349500
3,1.5,1480,7749,1,5,55,6,446450
4,2.5,1930,9643,2,4,23,11,315000
2,1,870,5340,1.5,2,109,8,271310
4,1,1300,8400,1.5,4,62,2,315000
3,1.75,1490,6930,1,4,25,6,245000
2,1,1380,5484,1,3,68,5,543115
4,2,1190,8190,1.5,3,70,11,900000
2,2,1920,6045,1,3,12,4,554000
3,1.75,2080,12522,1,5,65,5,249900
3,2.5,3220,54160,2,4,34,1,768000
4,3,3680,5854,1,3,48,10,980000
5,2.5,2070,9600,1,3,53,12,395000
3,1.75,1480,2200,2,3,20,2,415000
4,2.5,2000,6921,2,3,12,11,380000
3,2.5,1560,5259,2,3,16,2,566000
2,1,1600,8961,1,4,66,8,218500
4,2.5,1940,10500,1,4,39,4,550000
3,1.75,1540,3000,1,3,95,3,512031
2,1,820,8860,1,3,65,1,197500
3,2.25,1780,8784,1,3,38,9,470000
3,1.75,1560,242629,1,3,34,1,590000
4,2.25,2210,8862,1,4,38,7,465000
2,1.75,2040,114562,1,4,47,9,499000
3,2.25,1920,11500,1,3,43,12,515000
3,1.75,1930,5000,1,3,79,3,716500
3,2,1700,4250,1,3,71,8,410000
4,3.25,3450,6500,2,3,21,8,850000
4,3.25,3440,35021,2,3,32,1,1050000
4,2.5,2380,13435,2,3,23,6,648000
4,2.25,2400,5350,1.5,4,86,9,620000
4,4.5,5670,84267,2,3,7,2,935000
3,1,1140,10320,1,4,52,1,379000
3,1.75,1670,5375,1,3,63,10,699000
4,2.25,1910,8005,1,3,55,5,528000
3,1.75,1560,9452,1,4,41,1,425000
2,1.75,1500,8645,1,4,52,6,249500
5,3.25,4475,6642,2,3,1,8,1035480
4,2.75,2840,11900,1,4,54,5,790000
3,1,1020,18050,1,3,46,8,399950
3,1.5,1410,9000,1,3,62,6,275000
3,1,1520,2500,1.5,3,103,1,550000
1,1,730,6890,1,4,89,3,140000
3,1,1190,6250,1,3,61,6,250000
3,2.25,1410,8909,2,3,27,2,318000
2,1,1240,57000,1,3,53,7,505000
5,2.5,2500,9248,1,3,49,1,470500
3,1,1050,9206,1.5,3,61,10,360000
4,2.75,2680,8500,1,4,53,9,1242500
3,2.5,2380,16080,1,4,51,1,986000
2,1,1060,4228,1,3,109,2,515000
3,1.75,2300,41900,1,4,76,7,320000
4,3,2010,7426,1,5,64,5,310000
2,1,1090,5000,1,4,73,12,356700
4,1.75,2320,5595,1,3,59,10,775000
3,1,1040,7541,1,3,64,7,325000
4,2.75,1810,8677,1.5,3,53,10,208000
2,1,1150,12775,1,4,107,11,825000
3,2.5,2360,11254,1,3,25,7,515000
3,1.5,1970,3400,1.5,4,86,9,490000
4,3,2690,28300,1,3,61,6,675000
4,2.5,2080,4080,1,5,53,5,360000
4,2.5,2080,4080,1,5,53,9,550000
3,1.5,1370,9000,1,3,53,8,225000
3,2.75,3410,9360,1.5,4,48,9,500000
4,2,1850,11700,1,4,46,12,385000
5,2.75,3010,12611,2,3,21,12,837700
3,2.25,1530,3056,2,3,12,3,448000
5,1.75,2690,21357,1,4,63,11,730000
4,1.5,2810,7140,1,3,61,3,575000
3,1.75,1810,7300,1,4,39,3,430000
3,2.5,1560,3987,2,3,13,3,435000
3,1,1010,9611,1,4,42,7,241000
2,1.75,1000,1760,1,4,91,11,453500
2,1.5,990,1380,3,3,14,9,285000
2,1,720,4222,1,4,73,11,151000
5,4.5,6070,14731,2,3,11,6,1570000
5,2,2270,2400,2,3,110,8,631000
2,2.5,1380,1073,2,3,4,6,285000
3,1,1260,8378,1,4,56,10,195000
4,2.5,2910,35679,2,4,28,5,817500
3,2,1810,12825,1,4,55,10,550000
4,2.5,3160,8281,2,4,20,10,1127000
2,2.75,1910,1369,3,3,13,10,609850
3,1,1230,4380,1,3,68,5,200000
4,2.5,2960,6219,2,3,9,6,367000
3,2.25,2200,8375,2,3,27,10,285167
2,1.5,1270,32175,1,4,68,6,275000
4,2.5,2540,12843,2,3,23,10,350900
4,3.25,3030,9273,2,5,27,10,660000
3,1.75,1520,8835,1,4,58,6,525000
4,2.5,1560,7800,2,3,18,2,262000
2,1,970,4560,1,4,108,8,690000
5,3.75,3570,14648,2,3,10,12,624000
3,1,1350,7740,1,4,68,10,353000
4,3.5,3710,10400,2,3,13,7,552500
4,1,1430,8355,1.5,4,32,12,224500
3,1,940,8571,1,3,65,3,239000
5,4.5,4300,12250,2,3,11,10,975000
4,1.75,3990,13470,2,3,9,12,1200000
3,1,1380,4000,1.5,3,105,5,505000
4,1.75,2020,7865,1,4,52,6,302000
3,1,1480,5670,1,3,71,9,170000
2,1,1190,27007,1,4,105,8,195000
5,1.5,2550,6300,1,4,56,3,272000
5,1.5,2550,6300,1,4,56,11,369000
3,1.5,1500,6332,1,3,62,2,332500
3,2.5,3000,8250,1,4,52,6,515000
3,1,1690,4250,1,3,48,5,269000
4,4,4390,17832,1,4,21,11,1278000
3,2.5,1560,4100,2,3,30,8,303000
7,3,2940,8624,1,3,38,2,420000
3,1,1130,4100,1,3,74,1,400000
3,1,1020,8437,1,5,28,6,225000
2,2,1310,2550,2,3,11,7,219000
3,2.5,2570,9487,2,3,26,11,605000
4,2,2020,6867,1,5,73,1,625000
5,2,1680,3240,1,3,109,2,380000
4,2,1770,7700,1.5,4,53,9,620000
4,2.75,3190,10970,2,3,21,11,687500
4,2,1440,7950,1,5,53,9,225500
3,2,1150,6000,1,5,59,10,252500
3,2.5,1860,3658,2,3,21,3,510000
4,2.5,2430,5203,2,3,12,9,510000
3,2.5,1940,4000,1.5,5,109,8,725000
1,0,670,43377,1,3,49,12,75000
2,1,880,2970,1,3,88,9,492000
4,2.5,1930,14196,1,4,38,12,425000
4,2.75,3120,7898,1,4,52,11,1955000
3,2.5,1830,6162,2,3,21,9,298900
4,2.5,3230,40319,2,4,28,12,699000
2,1,700,3000,1,4,97,6,310000
3,1.75,1010,8580,1,3,54,3,350000
4,1.75,2460,10061,1,3,54,2,790000
4,2.5,2230,5000,2,3,12,2,305000
3,2.5,1570,2865,2,3,12,10,315000
5,3.5,2390,6600,2,5,38,5,267500
4,3.25,3460,7749,2,3,65,4,1750000
6,3.5,2400,8620,2,3,28,11,435000
6,4.5,2940,7500,1.5,4,49,3,482500
5,5.25,8010,45517,2,3,16,5,5110800
3,1.75,1570,8400,1,4,56,8,439995
3,3,1520,7500,1,3,48,1,460000
3,1,1070,6440,1,4,44,2,194000
2,0.75,440,8313,1,4,72,11,290000
4,2,2440,9600,1,5,52,7,274700
4,2.5,2660,3672,2,5,105,11,900000
4,4,4460,103382,2,3,14,8,1150000
3,2.5,2010,3667,2,3,7,4,605000
3,2.5,1450,3850,2,3,11,1,359000
3,1.75,1400,9900,1,3,64,4,850000
3,2,1500,2500,2,3,13,7,505000
3,2.5,2500,7394,2,3,25,2,565000
2,1.75,1280,7110,1,4,60,9,585000
4,3.25,3380,7500,2,3,25,8,328000
4,2.75,2910,18700,1,3,58,1,749950
4,2.5,3060,7140,2,3,9,7,826000
3,1,1330,40259,1,4,38,8,535000
4,2.5,3300,101930,2,4,24,7,925000
3,3.5,3250,6000,2,3,14,6,875000
4,2.25,2530,9200,1,5,39,10,902000
3,1,1830,13900,1,3,64,11,423000
3,1,1170,11100,1,4,47,5,235000
2,2,2930,14057,1,4,35,11,545000
2,1,1230,7560,1,3,54,3,343000
3,2.5,1620,2930,2,3,13,3,334950
3,1.75,1760,5355,1,3,59,10,405000
4,1,1440,8250,1,3,56,1,220000
2,1,1740,8100,1,3,68,8,173000
3,1,1270,3600,1.5,3,109,9,655000
2,1,880,3000,1,3,91,8,406000
6,2.5,2560,8320,1,3,54,5,632000
5,2.75,1540,4000,1,3,25,4,357000
3,1.75,1150,17585,1,3,51,10,361000
2,1,770,8149,1,3,67,2,277000
4,3.75,4610,40202,1,4,35,5,630000
3,2.5,1850,4597,2,3,12,1,254000
3,2.25,1840,8400,1,3,54,6,472800
3,1.75,1490,3800,1,3,102,9,263000
3,1.75,1490,3800,1,3,102,7,510000
3,1,960,10125,1,4,63,12,179950
4,2.25,1580,7307,1,3,42,1,525000
3,2.5,1260,889,3,3,7,1,479000
3,2,1940,6440,1,5,75,1,651000
4,1.75,2490,7834,1,4,57,5,949000
5,2.5,2520,27951,1.5,3,73,1,392400
4,1.75,1760,5356,1,4,65,6,585000
4,2.5,4190,7504,2,3,11,2,460000
3,1,1170,4400,1,3,64,10,470000
3,2.5,1600,4271,2,3,12,5,245000
4,2,2760,27631,2,4,37,12,500000
3,2.5,2090,8653,2,3,26,7,455000
4,2.5,2320,3974,2,3,16,7,485500
5,3.25,4110,7920,2,3,94,9,1875000
2,1,770,17334,1,3,37,10,100000
3,1.75,1410,16105,1,3,33,12,307000
4,3.5,3660,14401,2,3,21,10,475000
4,2.5,2180,7210,1,3,43,6,330000
3,1,1110,7520,1,4,55,9,130000
3,2.5,2280,7417,2,3,17,4,320000
4,2.5,2820,6180,2,3,2,1,735000
4,2.5,1570,9600,1,3,43,2,365000
3,1.5,1200,11935,1,4,47,2,234000
4,2,1710,8288,1.5,3,45,5,211000
6,3.5,3000,6320,2,3,46,1,680000
4,3,2800,7845,2,3,13,2,457000
3,2.25,1640,7261,2,3,26,5,349000
3,2.75,2030,6840,1,3,36,5,360000
4,2.5,2530,10155,2,3,17,5,350000
3,1,990,7420,1,5,55,2,208000
2,1,790,11234,1,4,73,12,250275
2,1,790,11234,1,4,73,7,435000
3,1.75,1800,7763,1,3,31,4,270000
3,1.75,1650,12940,1,4,54,2,438000
