age,workclass,educ_level,marital_status,occupation,relationship,race,gender,hours_per_wk,us_native,over_50k
28,Private,3,Never-married,Craft-repair,Not-in-family,White,Male,40,No,No
34,Private,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,Yes,No
64,Self-emp-not-inc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,Yes,No
18,Private,7,Never-married,Other-service,Other-relative,Black,Male,20,Yes,No
34,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,Yes,Yes
49,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,Yes,No
21,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
49,Private,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,Yes,No
39,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
45,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,No,No
21,Private,11,Never-married,Adm-clerical,Not-in-family,White,Female,40,Yes,No
30,Private,10,Married-civ-spouse,Sales,Husband,White,Male,75,Yes,No
33,Federal-gov,12,Divorced,Other-service,Unmarried,White,Male,40,Yes,No
66,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,No
43,Private,10,Married-civ-spouse,Protective-serv,Husband,Other,Male,32,Yes,No
23,Private,9,Never-married,Sales,Own-child,Black,Male,40,Yes,No
64,Unknown,13,Married-civ-spouse,,Wife,Black,Female,8,Yes,No
30,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
54,Private,9,Never-married,Prof-specialty,Not-in-family,White,Male,40,Yes,No
22,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,44,Yes,No
53,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,Yes
45,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,No,No
22,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,Yes,No
42,State-gov,12,Divorced,Prof-specialty,Not-in-family,Black,Male,40,Yes,No
43,State-gov,10,Separated,Craft-repair,Not-in-family,White,Male,37,Yes,No
53,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
32,Local-gov,13,Separated,Prof-specialty,Not-in-family,White,Female,50,Yes,Yes
57,Private,7,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,No,No
56,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,32,Yes,No
35,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,50,Yes,No
21,Private,9,Married-spouse-absent,Machine-op-inspct,Own-child,White,Female,40,No,No
40,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,Yes,No
32,Self-emp-not-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,Yes
30,Private,12,Never-married,Sales,Not-in-family,White,Male,40,Yes,No
48,State-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Yes,No
55,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
70,Unknown,9,Married-civ-spouse,,Husband,White,Male,14,Yes,No
50,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,No,Yes
49,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,50,No,No
62,Private,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,Yes,No
45,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,No
67,Unknown,14,Married-civ-spouse,,Husband,White,Male,10,Yes,No
47,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
59,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,No
42,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Yes,Yes
46,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,Yes,No
19,Private,10,Never-married,Other-service,Other-relative,White,Female,20,Yes,No
63,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,24,Yes,No
37,Private,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,,No
28,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Yes,No
40,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
40,Private,13,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,Yes
43,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,Yes,No
36,Private,9,Divorced,Craft-repair,Not-in-family,White,Female,40,Yes,No
42,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
55,Unknown,4,Married-civ-spouse,,Husband,White,Male,40,,No
36,State-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
39,Private,5,Married-civ-spouse,Other-service,Wife,Black,Female,34,Yes,No
33,Federal-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
65,Unknown,9,Married-civ-spouse,,Husband,White,Male,45,No,No
53,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
34,Private,9,Divorced,Transport-moving,Own-child,White,Female,40,Yes,No
34,Private,8,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,35,No,No
55,Federal-gov,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,72,Yes,No
37,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,40,Yes,No
47,Private,10,Divorced,Adm-clerical,Not-in-family,White,Male,40,Yes,No
33,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,No
77,Self-emp-not-inc,8,Divorced,Transport-moving,Not-in-family,White,Male,12,Yes,No
35,Private,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,Yes,Yes
18,Unknown,9,Married-civ-spouse,,Husband,White,Male,40,Yes,No
62,Federal-gov,9,Widowed,Exec-managerial,Not-in-family,White,Female,36,Yes,No
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Yes,Yes
57,Self-emp-not-inc,10,Divorced,Transport-moving,Not-in-family,White,Male,40,Yes,No
52,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
30,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
24,Private,13,Never-married,Other-service,Own-child,Black,Female,75,Yes,No
50,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Yes,Yes
64,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,No
42,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,55,Yes,No
31,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,40,Yes,No
42,Private,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,40,No,Yes
40,Private,12,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
23,Private,13,Never-married,Prof-specialty,Own-child,White,Female,40,Yes,No
46,Private,6,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,30,Yes,No
43,Private,10,Divorced,Other-service,Not-in-family,White,Female,30,Yes,No
39,Local-gov,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,Yes,No
53,Private,7,Widowed,Other-service,Own-child,White,Female,47,Yes,No
29,Private,12,Never-married,Priv-house-serv,Not-in-family,White,Female,50,Yes,No
38,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,Yes,No
33,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,84,No,Yes
32,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,No
19,Private,9,Never-married,Other-service,Own-child,White,Male,15,Yes,No
38,Private,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,36,Yes,Yes
34,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,,Yes
47,Self-emp-inc,9,Divorced,Exec-managerial,Not-in-family,White,Male,60,Yes,No
29,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,No
18,Private,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,Yes,No
37,Private,5,Divorced,Craft-repair,Own-child,White,Male,35,Yes,No
59,Local-gov,9,Widowed,Other-service,Not-in-family,White,Female,19,Yes,No
51,Private,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Yes,No
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,44,Yes,Yes
51,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Yes,No
47,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,No
43,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
23,Private,9,Divorced,Other-service,Unmarried,White,Female,30,Yes,No
54,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Yes,No
58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,Yes,No
25,Private,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,Yes,Yes
21,Unknown,10,Never-married,,Own-child,White,Female,40,Yes,No
43,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,42,Yes,Yes
46,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,48,Yes,No
40,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Yes,Yes
32,Private,10,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Male,40,Yes,No
20,Private,10,Never-married,Adm-clerical,Own-child,White,Female,30,Yes,No
59,Private,9,Divorced,Tech-support,Unmarried,White,Male,60,Yes,Yes
44,Private,11,Never-married,Craft-repair,Unmarried,White,Male,40,Yes,No
37,Private,12,Never-married,Tech-support,Not-in-family,White,Male,46,Yes,No
26,Private,10,Divorced,Prof-specialty,Not-in-family,White,Female,40,Yes,No
30,Self-emp-inc,11,Married-civ-spouse,Sales,Husband,White,Male,35,Yes,No
21,Unknown,10,Never-married,,Own-child,Asian-Pac-Islander,Male,40,No,No
54,Private,10,Married-civ-spouse,Sales,Wife,White,Female,40,Yes,Yes
62,Unknown,10,Married-civ-spouse,,Husband,Black,Male,35,Yes,Yes
42,Local-gov,13,Divorced,Prof-specialty,Unmarried,Black,Female,30,Yes,No
50,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
63,Private,13,Divorced,Other-service,Not-in-family,White,Female,10,Yes,No
36,Self-emp-not-inc,13,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
43,Private,10,Never-married,Exec-managerial,Unmarried,White,Male,50,Yes,No
27,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,Yes,Yes
51,Local-gov,5,Separated,Other-service,Other-relative,White,Female,40,Yes,No
60,Unknown,13,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,25,No,No
23,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,Yes,No
48,Self-emp-inc,10,Divorced,Farming-fishing,Not-in-family,White,Male,45,Yes,No
90,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,Yes,No
27,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
36,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,65,Yes,No
29,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,Yes,Yes
31,Private,9,Never-married,Other-service,Not-in-family,White,Male,85,Yes,No
33,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
50,Federal-gov,9,Divorced,Prof-specialty,Not-in-family,White,Male,40,Yes,No
36,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
18,Private,9,Never-married,Sales,Own-child,White,Female,24,Yes,No
25,Private,13,Never-married,Sales,Not-in-family,White,Female,45,Yes,No
43,Private,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Yes,No
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
58,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,30,Yes,No
64,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Yes,No
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Yes,No
21,Private,5,Never-married,Transport-moving,Own-child,White,Male,40,Yes,No
32,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,No
56,Private,9,Never-married,Other-service,Not-in-family,Black,Female,40,Yes,No
40,State-gov,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,40,Yes,No
30,Private,9,Divorced,Machine-op-inspct,Unmarried,White,Female,20,Yes,No
17,Private,6,Never-married,Other-service,Not-in-family,White,Male,25,Yes,No
29,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,Yes,Yes
39,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
17,Private,6,Never-married,Handlers-cleaners,Own-child,White,Male,26,Yes,No
51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,Yes
46,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
47,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,48,Yes,No
38,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,15,Yes,No
56,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,44,Yes,Yes
24,Private,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,No,No
19,Private,10,Never-married,Other-service,Own-child,White,Male,20,Yes,No
34,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,Yes,No
22,Private,10,Never-married,Sales,Own-child,White,Female,16,Yes,No
59,Local-gov,5,Married-civ-spouse,Other-service,Husband,White,Male,40,Yes,No
49,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,Yes
37,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Yes,Yes
26,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,Yes,No
32,State-gov,14,Never-married,Prof-specialty,Not-in-family,White,Male,10,Yes,No
39,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,Yes,Yes
44,Private,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,50,Yes,Yes
25,State-gov,13,Never-married,Protective-serv,Not-in-family,Black,Female,40,Yes,No
37,Private,13,Divorced,Craft-repair,Not-in-family,White,Male,35,Yes,No
39,Unknown,10,Divorced,,Not-in-family,White,Female,20,Yes,No
24,Private,10,Never-married,Exec-managerial,Own-child,White,Male,40,Yes,No
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Yes,Yes
30,Self-emp-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,45,Yes,No
45,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,56,Yes,No
36,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,50,Yes,Yes
26,Local-gov,13,Never-married,Prof-specialty,Own-child,Black,Female,40,Yes,No
41,Private,11,Separated,Craft-repair,Not-in-family,White,Male,30,Yes,No
45,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,No,Yes
23,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,Yes,No
31,Private,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Yes,No
51,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,25,Yes,No
43,Private,10,Never-married,Adm-clerical,Not-in-family,White,Male,45,Yes,No
30,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,Yes,No
40,Self-emp-inc,16,Never-married,Prof-specialty,Not-in-family,White,Male,55,Yes,Yes
53,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,38,Yes,Yes
48,Federal-gov,10,Never-married,Adm-clerical,Not-in-family,White,Male,30,Yes,No
35,Private,9,Widowed,Other-service,Own-child,White,Female,40,Yes,No
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,Yes,Yes
21,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,Yes,No
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,52,Yes,Yes
39,Private,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,45,Yes,Yes
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,Yes,Yes
28,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,Yes,Yes
26,Private,7,Married-civ-spouse,Other-service,Wife,White,Female,36,Yes,No
22,Private,9,Never-married,Other-service,Own-child,Black,Female,24,Yes,No
46,Private,14,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,No,Yes
66,Self-emp-inc,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,Yes,Yes
42,Local-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,Yes,Yes
35,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,Yes,No
50,Private,14,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,Yes,Yes
22,Local-gov,9,Never-married,Handlers-cleaners,Own-child,Black,Male,40,Yes,No
27,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,40,Yes,No
20,Private,10,Never-married,Other-service,Own-child,White,Female,20,Yes,No
62,Private,6,Widowed,Handlers-cleaners,Not-in-family,White,Female,40,Yes,No
41,Self-emp-not-inc,10,Divorced,Craft-repair,Not-in-family,White,Male,50,Yes,No
51,Unknown,9,Married-civ-spouse,,Husband,White,Male,99,Yes,No
45,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,35,Yes,No
52,Private,14,Married-civ-spouse,Tech-support,Husband,White,Male,45,Yes,No
24,Private,9,Never-married,Adm-clerical,Other-relative,Black,Female,20,Yes,No
40,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,38,No,Yes
21,Unknown,4,Never-married,,Own-child,White,Male,40,Yes,No
70,Private,9,Divorced,Other-service,Not-in-family,White,Female,28,Yes,No
37,Private,13,Married-civ-spouse,Tech-support,Husband,White,Male,45,Yes,Yes
35,Private,9,Never-married,Farming-fishing,Not-in-family,Other,Male,40,No,No
74,Self-emp-not-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,30,Yes,Yes
60,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,Yes,Yes
43,Local-gov,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,Yes,Yes
42,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,Yes,No
44,Private,9,Never-married,Sales,Not-in-family,White,Female,40,Yes,No
46,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,Yes,No
60,Private,14,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,50,No,Yes
31,Private,13,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,40,Yes,No
41,Private,9,Separated,Other-service,Unmarried,White,Female,40,No,No
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,Yes,No
44,Self-emp-not-inc,4,Married-civ-spouse,Craft-repair,Husband,White,Male,38,Yes,No
59,Private,12,Widowed,Exec-managerial,Not-in-family,White,Female,40,Yes,Yes
45,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,No,Yes
40,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Yes,Yes
27,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,Yes,No
38,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,Yes,No
29,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,20,Yes,No
26,Unknown,13,Married-civ-spouse,,Wife,White,Female,20,Yes,No
43,State-gov,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,Yes,No
54,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,40,Yes,Yes
48,Private,10,Divorced,Sales,Unmarried,White,Male,45,Yes,No
37,Self-emp-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,Yes,Yes
24,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,Yes,No
54,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Yes,Yes
46,Private,9,Never-married,Other-service,Unmarried,White,Female,24,Yes,No
38,State-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,21,Yes,Yes
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,Yes,No
36,Private,13,Divorced,Handlers-cleaners,Not-in-family,White,Male,30,Yes,No
32,Private,11,Married-civ-spouse,Other-service,Husband,White,Male,60,Yes,Yes
31,Self-emp-not-inc,9,Never-married,Craft-repair,Unmarried,White,Male,50,Yes,No
19,Private,9,Never-married,Adm-clerical,Own-child,White,Female,24,Yes,No
29,Private,11,Separated,Adm-clerical,Unmarried,White,Female,40,Yes,No
39,Local-gov,14,Divorced,Prof-specialty,Not-in-family,Black,Male,40,No,No
38,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,No,No
44,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Yes,Yes
56,Private,6,Widowed,Machine-op-inspct,Unmarried,Black,Female,40,Yes,No
37,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Yes,Yes
